,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title.1,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Action,Adventure,Fantasy,Sci-Fi,Thriller,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Documentary,Short,Film-Noir
2342,Bruce Paltrow,65,112,28,215.0,Marian Seldes,555.0,4734235,Lochlyn Munro,Duets,8217,1227,Huey Lewis,0,"convict,karaoke,middle america,salesman,singer",http://www.imdb.com/title/tt0134630/?ref_=fn_tt_tt_1,123,English,USA,R,15000000,2000,403.0,6.0,1.85,573,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2343,Woody Allen,109,112,11000,642.0,Debra Messing,11000.0,4839383,Woody Allen,Hollywood Ending,21613,12766,Treat Williams,0,"blind,director,psychosomatic blindness,self deprecating,studio",http://www.imdb.com/title/tt0278823/?ref_=fn_tt_tt_1,148,English,USA,PG-13,16000000,2002,650.0,6.6,1.85,762,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,Adam Rifkin,42,95,89,322.0,Lin Shaye,1000.0,4193025,Natasha Lyonne,Detroit Rock City,30682,2518,Shannon Tweed,0,"band,concert,high school,kiss,teenager",http://www.imdb.com/title/tt0165710/?ref_=fn_tt_tt_1,194,English,USA,R,15000000,1999,852.0,6.8,2.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2345,Russell Mulcahy,112,110,85,186.0,Jon Polito,1000.0,5900000,Christopher Lambert,Highlander,98629,1852,Celia Imrie,1,"combat,head cut off,immortal,scotland,swordsman",http://www.imdb.com/title/tt0091203/?ref_=fn_tt_tt_1,316,English,UK,R,16000000,1986,309.0,7.2,1.85,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,Susanne Bier,146,118,369,295.0,Omar Benson Miller,1000.0,2849142,Alison Lohman,Things We Lost in the Fire,24104,1889,Robin Weigert,1,"best friend,dinner,garage,narcotics anonymous,recovery",http://www.imdb.com/title/tt0469623/?ref_=fn_tt_tt_1,88,English,USA,R,16000000,2007,418.0,7.2,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2347,Kenneth Johnson,36,97,34,465.0,Annabeth Gish,503.0,1686429,Charles Napier,Steel,8687,3100,Hill Harper,1,"fight,gang,junkyard,military,soldier",http://www.imdb.com/title/tt0120207/?ref_=fn_tt_tt_1,62,English,USA,PG-13,16000000,1997,489.0,2.8,1.85,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2348,James Gray,230,120,115,310.0,Dagmara Dominczyk,10000.0,1984743,Jeremy Renner,The Immigrant,20616,11019,Angela Sarafyan,3,"immigrant,immigration,magician,money,prostitution",http://www.imdb.com/title/tt1951181/?ref_=fn_tt_tt_1,70,English,USA,R,16000000,2013,316.0,6.6,2.35,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2349,James Ivory,64,135,133,258.0,Natasha Richardson,898.0,1666262,Vanessa Redgrave,The White Countess,5321,2096,Lynn Redgrave,0,"countess,diplomat,japanese,russian,shanghai",http://www.imdb.com/title/tt0384686/?ref_=fn_tt_tt_1,78,English,UK,PG-13,16000000,2005,708.0,6.7,1.66,356,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2350,Danny Boyle,393,101,0,888.0,Spencer Wilding,3000.0,2319187,Rosario Dawson,Trance,92640,5056,Tuppence Middleton,0,"amnesia,criminal,heist,hypnotherapy,lost painting",http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,212,English,UK,R,20000000,2013,1000.0,7.0,2.35,23000,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2351,Jessy Terrero,75,92,29,618.0,Snoop Dogg,939.0,13922211,Mo'Nique,Soul Plane,18271,3935,Tom Arnold,9,"airline,airplane,bathroom,sex,toilet",http://www.imdb.com/title/tt0367085/?ref_=fn_tt_tt_1,150,English,USA,R,16000000,2004,881.0,4.4,1.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,Vicente Amorim,67,92,6,227.0,Jodie Whittaker,10000.0,23091,Viggo Mortensen,Good,5664,11091,Steven Mackintosh,1,"censorship,children,corpse,heil hitler,suffering",http://www.imdb.com/title/tt0436364/?ref_=fn_tt_tt_1,42,English,UK,R,15000000,2008,304.0,6.2,2.35,921,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2353,Gaspar Noé,216,161,929,116.0,Emily Alyn Lind,488.0,336467,Paz de la Huerta,Enter the Void,45449,943,Olly Alexander,0,"drug deal,drugs,explicit sex,love,stripper",http://www.imdb.com/title/tt1191111/?ref_=fn_tt_tt_1,192,English,France,Not Rated,13000000,2009,289.0,7.3,2.35,23000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2354,Amy Heckerling,54,92,143,613.0,Justin Kirk,1000.0,2964,Taylor Negron,Vamps,7444,3086,Ivan Sergei,2,"murder,new york city,one word title,vampire,vampire slayer",http://www.imdb.com/title/tt1545106/?ref_=fn_tt_tt_1,42,English,USA,PG-13,16000000,2012,945.0,5.1,1.78,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2355,Tommy Lee Jones,208,122,0,567.0,Tim Blake Nelson,883.0,2428883,Barry Corbin,The Homesman,21370,2896,Miranda Otto,1,"abusive marriage,pastor,prison wagon,roast pig,suicide by hanging",http://www.imdb.com/title/tt2398231/?ref_=fn_tt_tt_1,132,English,USA,R,16000000,2014,596.0,6.6,2.35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2356,Jesse Vaughan,32,91,10,574.0,Jenifer Lewis,890.0,13571817,Vivica A. Fox,Juwanna Mann,5312,3104,Kevin Pollak,3,"basketball,dodge viper,hit in the crotch,male nudity,the star spangled banner",http://www.imdb.com/title/tt0247444/?ref_=fn_tt_tt_1,40,English,USA,PG-13,15600000,2002,578.0,4.5,1.85,939,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2357,Wayne Beach,40,93,7,922.0,LL Cool J,1000.0,1181197,Mekhi Phifer,Slow Burn,3299,4329,Fisher Stevens,0,"district attorney,interview,murder,prosecutor,reporter",http://www.imdb.com/title/tt0376196/?ref_=fn_tt_tt_1,24,English,USA,R,15500000,2005,1000.0,5.9,1.85,191,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2358,Gérard Krawczyk,40,94,7,17.0,Ryôko Hirosue,235.0,81525,Carole Bouquet,Wasabi,29392,303,Michel Muller,1,"french,inheritance,japan,letter,police detective hero",http://www.imdb.com/title/tt0281364/?ref_=fn_tt_tt_1,91,French,France,R,15300000,2001,46.0,6.6,2.35,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2359,James Gunn,251,95,571,102.0,Gregg Henry,499.0,7774730,Dustin Milligan,Slither,61912,1120,Tania Saulnier,0,"alien,b movie,sex,slug,small town",http://www.imdb.com/title/tt0439815/?ref_=fn_tt_tt_1,352,English,Canada,R,15500000,2006,298.0,6.5,1.85,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2360,Martin Brest,94,105,102,383.0,Ronny Cox,901.0,234760500,Judge Reinhold,Beverly Hills Cop,126464,3464,James Russo,1,"drug dealer,drugs,murder,police brutality,police shootout",http://www.imdb.com/title/tt0086960/?ref_=fn_tt_tt_1,175,English,USA,R,14000000,1984,605.0,7.3,1.85,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2361,Chris Columbus,102,103,0,925.0,Devin Ratray,3000.0,285761243,Macaulay Culkin,Home Alone,311075,7521,Catherine O'Hara,5,"airport,child protagonist,child swearing,christmas,home alone",http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1,305,English,USA,PG,18000000,1990,1000.0,7.5,1.85,20000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,Leonard Nimoy,21,102,12000,801.0,Ted Danson,19000.0,167780960,Tom Selleck,3 Men and a Baby,36918,21499,Steve Guttenberg,4,"1980s,baby,heroin,package,questioned by police",http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1,42,English,USA,PG,11000000,1987,875.0,5.9,1.85,3000,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2363,Sydney Pollack,94,116,521,481.0,Sydney Pollack,13000.0,177200000,Bill Murray,Tootsie,77366,14701,Teri Garr,1,"actor,actress,friend,love,reputation",http://www.imdb.com/title/tt0084805/?ref_=fn_tt_tt_1,194,English,USA,PG,22000000,1982,521.0,7.4,2.35,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2364,Tony Scott,173,110,12000,555.0,Tom Skerritt,10000.0,176781728,Tom Cruise,Top Gun,219171,13069,Adrian Pasdar,2,"flying,gay subtext,machismo,male objectification,pilot",http://www.imdb.com/title/tt0092099/?ref_=fn_tt_tt_1,388,English,USA,PG,15000000,1986,1000.0,6.9,1.33,19000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2365,Ang Lee,287,120,0,5.0,Pei-Pei Cheng,103.0,128067808,Chen Chang,"Crouching Tiger, Hidden Dragon",217740,129,Sihung Lung,3,"bare midriff,china,magical realism,martial arts,sword",http://www.imdb.com/title/tt0190332/?ref_=fn_tt_tt_1,1641,Mandarin,Taiwan,PG-13,15000000,2000,21.0,7.9,2.35,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2366,Sam Mendes,176,122,0,158.0,Peter Gallagher,18000.0,130058047,Kevin Spacey,American Beauty,822500,19078,Ara Celi,0,"domestic violence,drug dealer,homosexuality,midlife crisis,unfaithfulness",http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,2715,English,USA,R,15000000,1999,828.0,8.4,2.35,22000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2367,Tom Hooper,479,118,0,520.0,Jennifer Ehle,14000.0,138795342,Colin Firth,The King's Speech,503631,15732,Derek Jacobi,0,"king,king george vi,speech,speech therapist,throne",http://www.imdb.com/title/tt1504320/?ref_=fn_tt_tt_1,636,English,UK,R,15000000,2010,1000.0,8.0,1.85,64000,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2368,Ivan Reitman,27,107,425,247.0,Tony Jay,742.0,111936400,Kelly Preston,Twins,87538,2151,Hugh O'Brian,1,"bare chested male,brother,catholic orphanage,long lost siblings,twins",http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,79,English,USA,PG,15000000,1988,384.0,6.0,1.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2369,Udayan Prasad,60,102,4,882.0,Eddie Redmayne,17000.0,317040,Kristen Stewart,The Yellow Handkerchief,6723,30978,William Hurt,1,"louisiana,overalls,road trip,southern u.s.,teenage boy",http://www.imdb.com/title/tt0954990/?ref_=fn_tt_tt_1,36,English,USA,PG-13,15500000,2008,13000.0,6.8,2.35,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2370,Steven Spielberg,70,154,14000,271.0,Rae Dawn Chong,852.0,94175854,Oprah Winfrey,The Color Purple,60988,2592,Dana Ivey,0,"book strap,girl,racial discrimination,racial tension,stereotype",http://www.imdb.com/title/tt0088939/?ref_=fn_tt_tt_1,199,English,USA,PG-13,15000000,1985,581.0,7.8,1.85,6000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2371,Morten Tyldum,454,114,77,305.0,Rory Kinnear,19000.0,91121452,Benedict Cumberbatch,The Imitation Game,467613,20295,Allen Leech,1,"crossword puzzle,cryptography,enigma code,gay lead character,world war two",http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1,608,English,UK,PG-13,14000000,2014,393.0,8.1,2.35,165000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2372,Howard Zieff,25,109,6,271.0,Albert Brooks,1000.0,69800000,Eileen Brennan,Private Benjamin,18140,2419,Alan Oppenheimer,1,"camera shot of feet,female stockinged feet,loss of husband,pantyhose,suntan pantyhose",http://www.imdb.com/title/tt0081375/?ref_=fn_tt_tt_1,60,English,USA,R,10000000,1980,745.0,6.1,1.85,855,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2373,Thor Freudenthal,111,94,87,569.0,Zachary Gordon,17000.0,64001297,Chloë Grace Moretz,Diary of a Wimpy Kid,32002,20154,Rachael Harris,1,"cheese,diary,friend,middle school,school",http://www.imdb.com/title/tt1196141/?ref_=fn_tt_tt_1,103,English,USA,PG,15000000,2010,975.0,6.2,1.85,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,Andrés Muschietti,393,100,127,250.0,Megan Charpentier,1000.0,71588220,Javier Botet,Mama,134869,1949,Isabelle Nélisse,1,"aunt,children,death of sister,forest,hiding in a closet",http://www.imdb.com/title/tt2023587/?ref_=fn_tt_tt_1,304,English,Canada,PG-13,20000000,2013,340.0,6.2,1.85,57000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2375,John Carpenter,318,101,0,598.0,Donald Pleasence,2000.0,47000000,Jamie Lee Curtis,Halloween,157857,4400,P.J. Soles,0,"halloween,masked killer,michael myers,slasher,trick or treat",http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,1191,English,USA,R,300000,1978,742.0,7.9,2.35,12000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2376,Harold Ramis,55,98,11000,624.0,Randy Quaid,816.0,61400000,Beverly D'Angelo,National Lampoon's Vacation,71183,3617,Jane Krakowski,1,"amusement park,dog,family vacation,national lampoon series,vacation",http://www.imdb.com/title/tt0085995/?ref_=fn_tt_tt_1,183,English,USA,R,15000000,1983,695.0,7.4,1.85,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,Jeff Tremaine,157,102,79,27.0,Georgina Cates,925.0,101978840,Jackson Nicoll,Bad Grandpa,77724,1018,Grasie Mercedes,0,"child beauty pageant,grandson,hidden camera,jackass,road trip",http://www.imdb.com/title/tt3063516/?ref_=fn_tt_tt_1,162,English,USA,R,15000000,2013,38.0,6.6,1.85,26000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,Stephen Frears,280,94,350,39.0,Sylvia Syms,326.0,56437947,Roger Allam,The Queen,85333,486,Alex Jennings,0,"monarchy,prime minister,princess diana,queen,speech",http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1,421,English,UK,PG-13,9800000,2006,48.0,7.3,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2379,Tim Burton,109,92,13000,217.0,Jeffrey Jones,925.0,73326666,Catherine O'Hara,Beetlejuice,189413,1953,Glenn Shadix,3,"attic,ghost,surrealism,teenage girl,yuppie",http://www.imdb.com/title/tt0094721/?ref_=fn_tt_tt_1,306,English,USA,PG,15000000,1988,692.0,7.5,1.85,15000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,Tyler Perry,41,113,0,607.0,Tasha Smith,2000.0,55184721,Michael Jai White,Why Did I Get Married?,9811,6510,Lamman Rucker,8,"marriage,overweight,psychologist,secret,work",http://www.imdb.com/title/tt0906108/?ref_=fn_tt_tt_1,100,English,USA,PG-13,15000000,2007,721.0,5.6,1.85,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2381,Gillian Armstrong,27,115,44,902.0,Kirsten Dunst,23000.0,50003300,Christian Bale,Little Women,36624,29370,Eric Stoltz,4,"civil war,female protagonist,post civil war,reference to friedrich schiller,u.s. civil war",http://www.imdb.com/title/tt0110367/?ref_=fn_tt_tt_1,132,English,USA,PG,15000000,1994,4000.0,7.3,1.85,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2382,James Watkins,462,95,43,259.0,Roger Allam,11000.0,54322273,Daniel Radcliffe,The Woman in Black,139749,11946,Jessica Raine,0,"afterlife,baby boy,bird in a cage,ghost,reunited family",http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1,509,English,UK,PG-13,17000000,2012,326.0,6.4,2.35,29000,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2383,Simon West,152,87,165,383.0,Tessa Thompson,1000.0,47860214,Madeline Carroll,When a Stranger Calls,34711,2452,Brian Geraghty,0,"babysitting,cell phone,high school,nightmare,teenager",http://www.imdb.com/title/tt0455857/?ref_=fn_tt_tt_1,468,English,USA,PG-13,15000000,2006,431.0,5.0,2.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2384,Shawn Levy,69,88,189,799.0,Donald Faison,934.0,47811275,Frankie Muniz,Big Fat Liar,29008,3707,Lee Majors,1,"brunette,film producer,liar,prank,stunt",http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,99,English,USA,PG,15000000,2002,927.0,5.4,1.85,896,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,Barry Levinson,130,97,272,957.0,Kirsten Dunst,22000.0,43022524,Robert De Niro,Wag the Dog,67604,29252,John Michael Higgins,0,"death,election,hollywood,president,scandal",http://www.imdb.com/title/tt0120885/?ref_=fn_tt_tt_1,218,English,USA,R,15000000,1997,4000.0,7.1,1.85,12000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2386,Jim Fall,66,94,13,566.0,Adam Lamberg,925.0,42672630,Clayton Snyder,The Lizzie McGuire Movie,27580,3423,Alex Borstein,1,"best friend,roma,singer,spaghetti,teenager",http://www.imdb.com/title/tt0306841/?ref_=fn_tt_tt_1,172,English,USA,PG,17000000,2003,738.0,5.3,2.35,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2387,Ric Roman Waugh,238,112,29,874.0,Harold Perrineau,12000.0,42919096,Dwayne Johnson,Snitch,64747,15800,Nadine Velazquez,1,"cigarette smoking,dea,drugs,inspired by true events,undercover",http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,122,English,USA,PG-13,15000000,2013,1000.0,6.5,2.35,12000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2388,Michael Dougherty,198,98,66,562.0,Conchata Ferrell,3000.0,42592530,Adam Scott,Krampus,29867,4567,Allison Tolman,0,"christmas,german,holiday,krampus,santa claus",http://www.imdb.com/title/tt3850590/?ref_=fn_tt_tt_1,181,English,USA,PG-13,15000000,2015,658.0,6.2,2.35,27000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2389,Robert Rodriguez,154,104,0,1000.0,Salma Hayek,4000.0,40064955,Jordana Brewster,The Faculty,92074,12170,Clea DuVall,1,"alien,high school,ohio,photographer,water",http://www.imdb.com/title/tt0133751/?ref_=fn_tt_tt_1,502,English,USA,R,15000000,1998,4000.0,6.4,1.85,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2390,James Mangold,131,120,446,1000.0,Sylvester Stallone,22000.0,44886089,Robert De Niro,Cop Land,69576,40117,Janeane Garofalo,3,"corruption,faked death,falling off a roof,internal affairs,nypd",http://www.imdb.com/title/tt0118887/?ref_=fn_tt_tt_1,207,English,USA,R,10000000,1997,13000.0,6.9,1.85,2000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2391,Joel Gallen,97,99,11,971.0,JoAnna Garcia Swisher,11000.0,37882551,Chris Evans,Not Another Teen Movie,80305,15369,Mia Kirshner,0,"cheerleader,foreign exchange student,incestuous desire,incestuous kiss,prom",http://www.imdb.com/title/tt0277371/?ref_=fn_tt_tt_1,393,English,USA,R,16000000,2001,983.0,5.7,1.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2392,David Ayer,355,109,453,953.0,Anna Kendrick,15000.0,40983001,Jake Gyllenhaal,End of Watch,181025,27788,America Ferrera,2,"lapd,police,police officer,south central los angeles,street gang",http://www.imdb.com/title/tt1855199/?ref_=fn_tt_tt_1,336,English,USA,R,7000000,2012,10000.0,7.7,1.85,38000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2393,Cameron Crowe,138,105,488,13000.0,Bradley Cooper,15000.0,20991497,Emma Stone,Aloha,39782,44037,Bill Murray,1,"box office flop,critically bashed,hawaii,one word title,written by director",http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,172,English,USA,PG-13,37000000,2015,14000.0,5.4,1.85,11000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2394,Rob Cohen,102,106,357,883.0,Leslie Bibb,23000.0,35007180,Paul Walker,The Skulls,26846,26652,William Petersen,0,"college,friend,ivy league,secret society,suicide",http://www.imdb.com/title/tt0192614/?ref_=fn_tt_tt_1,193,English,USA,PG-13,15000000,2000,1000.0,5.6,1.85,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2395,James Marsh,419,123,120,149.0,Emily Watson,13000.0,35887263,Eddie Redmayne,The Theory of Everything,265507,14100,Simon McBurney,0,"based on memoir,cambridge university,husband wife relationship,lou gehrig's disease,physicist",http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1,388,English,UK,PG-13,15000000,2014,876.0,7.7,2.35,90000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2396,John Whitesell,37,86,14,685.0,Regina Hall,833.0,34308901,Greg Grunberg,Malibu's Most Wanted,15939,4435,Blair Underwood,3,"los angeles california,person in car trunk,racial impersonation,south asian,street gang",http://www.imdb.com/title/tt0328099/?ref_=fn_tt_tt_1,87,English,USA,PG-13,16000000,2003,807.0,5.1,2.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2397,Matt Williams,78,120,18,944.0,James Frain,20000.0,33771174,Natalie Portman,Where the Heart Is,27044,22383,Stockard Channing,2,"birth,oklahoma,photographer,tennessee,wal mart",http://www.imdb.com/title/tt0198021/?ref_=fn_tt_tt_1,240,English,USA,PG-13,15000000,2000,1000.0,6.8,1.85,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2398,David Lean,181,227,767,87.0,José Ferrer,607.0,6000000,Claude Rains,Lawrence of Arabia,192775,1076,Jack Hawkins,8,"arab,british military,desert,ottoman empire,t.e. lawrence",http://www.imdb.com/title/tt0056172/?ref_=fn_tt_tt_1,559,English,UK,PG,15000000,1962,202.0,8.4,2.2,11000,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
2399,Rob Zombie,220,119,0,593.0,Tyler Mane,908.0,33386128,Scout Taylor-Compton,Halloween II,36372,3226,Margot Kidder,0,"halloween,hospital,michael myers,rampage,vomiting",http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,491,English,USA,R,15000000,2009,764.0,4.9,1.85,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2400,Jean-Marc Vallée,349,115,212,612.0,Kevin Rankin,2000.0,37877959,Michiel Huisman,Wild,86664,4896,Gaby Hoffmann,1,"female protagonist,grief,hiking,loss of mother,mother daughter relationship",http://www.imdb.com/title/tt2305051/?ref_=fn_tt_tt_1,252,English,USA,R,15000000,2014,820.0,7.1,2.35,38000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2401,Dennis Iliadis,241,114,29,616.0,Monica Potter,956.0,32721635,Tony Goldwyn,The Last House on the Left,67822,3861,Martha MacIsaac,0,"kidnapping,lake,microwave oven,psychopath,woods",http://www.imdb.com/title/tt0844708/?ref_=fn_tt_tt_1,279,English,USA,R,15000000,2009,878.0,6.6,1.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2402,Clare Kilner,103,90,6,458.0,Debra Messing,1000.0,31585300,Jack Davenport,The Wedding Date,38248,2666,Holland Taylor,0,"chick flick,escort,male escort,wedding,wedding date",http://www.imdb.com/title/tt0372532/?ref_=fn_tt_tt_1,250,English,USA,PG-13,15000000,2005,650.0,6.1,1.85,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,Rick Rosenthal,151,94,28,731.0,Thomas Ian Nicholas,2000.0,30259652,Jamie Lee Curtis,Halloween: Resurrection,26905,5440,Bianca Kajlich,5,"cult film,halloween,killer,michael myers,serial killer",http://www.imdb.com/title/tt0220506/?ref_=fn_tt_tt_1,614,English,USA,R,15000000,2002,864.0,4.1,2.35,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2404,Louis Leterrier,344,106,255,850.0,Jason Flemyng,14000.0,163192114,Liam Neeson,Clash of the Titans,229687,18003,Alexa Davalos,0,"famous line,hand to hand combat,kraken,rape,zeus",http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,637,English,USA,PG-13,125000000,2010,1000.0,5.8,2.35,15000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,Rob Reiner,185,98,0,594.0,Carol Kane,18000.0,30857814,Robin Wright,The Princess Bride,294163,20060,André the Giant,0,"fairy tale,giant,pirate,princess,true love",http://www.imdb.com/title/tt0093779/?ref_=fn_tt_tt_1,718,English,USA,PG,16000000,1987,636.0,8.1,1.85,33000,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,Denzel Washington,112,126,18000,697.0,Jurnee Smollett-Bell,18000.0,30226144,Denzel Washington,The Great Debaters,47626,22745,John Heard,1,"college,debate,student,texas,wiley college",http://www.imdb.com/title/tt0427309/?ref_=fn_tt_tt_1,118,English,USA,PG-13,15000000,2007,2000.0,7.6,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
